Community,2.methylbutyrate_PFBBr,3.aminoisobutyrate_PFBBr,3.aminoisobutyrate2_PFBBr,4.methylvalerate_PFBBr,5.aminovalerate_PFBBr,acetate_PFBBr,alanine_PFBBr,aspartate_PFBBr,benzoate_PFBBr,butyrate_PFBBr,catechol_PFBBr,crotonate_PFBBr,cysteine_PFBBr,desaminotyrosine_PFBBr,dopamine_PFBBr,glutamate_PFBBr,glycine_PFBBr,hexanoate_PFBBr,histamine_PFBBr,hydrocinnamate_PFBBr,indole.3.acetate_PFBBr,indole.3.carboxaldehyde_PFBBr,indole.3.propionate_PFBBr,isobutyrate_PFBBr,isoleucine_PFBBr,isovaleric.acid_PFBBr,itaconate_PFBBr,leucine_PFBBr,lysine_PFBBr,methionine_PFBBr,p.cresol_PFBBr,palmitate_PFBBr,phenol_PFBBr,phenylacetate_PFBBr,phenylalanine_PFBBr,proline_PFBBr,propionate_PFBBr,serine_PFBBr,succinate_PFBBr,synephrine_PFBBr,threonine_PFBBr,toluate_PFBBr,trans.indole.3.acrylate_PFBBr,tryptamine_PFBBr,tryptophan_PFBBr,tyramine_PFBBr,tyrosine_PFBBr,valerate_PFBBr,valine_PFBBr,vanillin_PFBBr,2.3.butanediol_TMS,2.aminobutyric.acid_TMS,2.hydroxy.3.methylbutyric.acid_TMS,2.hydroxybutyric.acid_TMS,2.hydroxyisocaproic.acid_TMS,3.hydroxybutyric.acid_TMS,4.hydroxyphenylacetic.acid_TMS,4.hydroxyphenyllactic.acid_TMS,4.methylvaleric.acid_TMS,5.oxoproline_TMS,alanine_TMS,aspartic.acid_TMS,benzoic.acid_TMS,citric.acid_TMS,creatinine/creatine_TMS,cysteine_TMS,cystine_TMS,erythronic.acid_TMS,fumaric.acid_TMS,glucose_TMS,glutamic.acid_TMS,glutamine_TMS,glycine_TMS,glycolic.acid_TMS,hexanoic.acid_TMS,histidine_TMS,indole.3.acetic.acid_TMS,indole.3.lactic.acid_TMS,indole_TMS,isoleucine_TMS,lactic.acid_TMS,leucine_TMS,lysine_TMS,malic.acid_TMS,mannitol_TMS,mannose_TMS,methionine_TMS,niacin_TMS,ornithine_TMS,palmitic.acid_TMS,pantothenic.acid_TMS,phenylacetic.acid_TMS,phenylalanine_TMS,phenyllactic.acid_TMS,proline_TMS,psicose_TMS,pyruvic.acid_TMS,ribose_TMS,serine_TMS,stearic.acid_TMS,succinic.acid_TMS,sucrose_TMS,threitol_TMS,threonine_TMS,tryptophan_TMS,tyrosine_TMS,tyrosol_TMS,uracil_TMS,urocanic.acid_TMS,valeric.acid_TMS,valine_TMS,cis.aconitic.acid_TMS,meso.erythritol_TMS,myo.inositol_TMS,5.aminovaleric.acid_TMS,cadaverine_TMS,putrescine_TMS,tyramine_TMS,KP_CFUs
Mix27,4.860328764957529,2.7342980057221635,9.975802772239835,0.23981810052144947,2.596843866201503,2.4036025884682926,6.015239036241054,1.1202722121702688,1.0193815454552166,-2.022864002483045,1.0996485690779965,6.921422514299282,-5.575250312954905,-6.400043932195838,0.11683453644347086,3.779743468010589,-2.214986736802203,-2.547597118485019,-13.982632242625753,0.8006497257078519,2.72383026981957,-7.1408772721379234,-5.136327865658227,-0.13256018987150378,-9.202533643171714,-0.6532013238920962,-4.612407993230517,-4.484665969426525,-0.025562667841332654,3.8210237479989395,-0.42276700472198314,-5.337696050101086,-5.645031553062377,-0.37724969426493415,-0.008889293919117636,4.775429571819888,1.7524204898147167,-3.14617404856167,-4.132451038582984,-5.498250515468325,-6.7706765154095185,-12.20815441408961,1.6252756533812247,3.4027547429304814,-0.7848019050068814,1.297634448333498,6.615546450645506,-2.356081517039243,2.4674730385632753,-0.6739619705217837,-5.759480717694641,-2.976045981447509,-5.054904815391342,-5.821904147917198,-4.4171556527662394,-0.6305230479338251,-8.016925310020195,3.4232685748448377,-6.728626890576959,-0.14580164234843696,-3.9909969217120507,1.4164296021929443,3.569669553671489,-6.014575440077566,5.075234991653727,2.268475532164612,-9.676814610738104,2.635358374879445,-3.2800737808781655,2.81128102488598,-1.5691590627945493,-0.6820165624060146,3.9110781289792795,13.30047830716992,2.278088050381023,2.7385033037787436,8.893947053805165,11.965751424106266,6.848493266687703,1.257518614171623,0.3547866090639504,4.361103118614951,10.915210032680454,2.4560931937410793,0.7971035444182513,-2.078550678468301,2.364258240819881,2.7997125051741536,-6.438190732784434,-1.7363881465758992,9.581918267760075,3.770659927174678,2.141386399843246,2.4881058073699287,2.0611733426870655,3.4158539762046716,10.500540736258541,1.0299616294644744,10.222458527327309,3.6032503364997144,1.205652112880328,-2.5840284055555,-8.191382057219423,2.405862552046516,4.438876402249762,3.8306380045044897,14.685722413005388,-3.124693182241097,-4.235366281550044,8.861854259639964,1.507504536044022,8.929549528129037,4.3685487841373565,0.7298996587219921,1.0612695487159578,2.4093634324654323,2.698300499698292,1.6175412032748682,48000000
Mix28,1.6052387186971073,2.7775092162021795,18.07880775589968,0.2246075786330367,3.1923144393788654,3.835922328293389,5.2202523100047635,1.6892857248685282,-4.385316441332765,1.5324462637031462,-2.511323198702146,3.098082008970428,-7.003356308974141,-7.05069959866621,0.3704762576125741,0.0564142684733282,-2.3019827776141395,-1.4516626970413165,-12.060174357350354,0.5587628576385806,2.985184573638248,-6.599460695921823,-0.7925279894669476,-0.43272492772354043,-7.656199986186888,-5.7150591205878385,-13.94987534626129,-4.086235876714555,0.3960918948823811,4.5454581709088835,-4.266262573173709,-3.967990448025359,-6.135275927352338,-2.042823996853613,0.5917179249717865,1.2852271120273215,-1.5321750089262611,-0.7291281377656655,-2.2802249314067926,-5.456700294791219,-6.782081308573275,-1.8958562749816157,2.4426058311230374,1.8689449253082013,-0.8072217085094398,1.349480209308132,6.481532404818971,-1.929577119858949,-2.243490400497179,5.831863804122772,-8.819188060320219,-3.2990562959332532,-6.216508146252049,-5.759483756977073,-4.073592643058965,3.485694004052762,-8.284682354049766,2.8836968042884927,-7.655748509547847,-0.5134838092145491,-4.829724354429488,1.9452464000327574,1.958835042659122,-3.912898479143443,9.071993712078909,-0.8679810332424942,-9.15227049606289,1.5033260928914096,-8.179186333520482,-5.9389211270822075,-0.02390898439718092,-2.531524856572133,4.565885508119449,16.453266728571485,4.885804111936432,2.1025367706726823,6.437356274549983,13.092927267684637,7.0492669134576955,4.917723802790279,0.4100621038555336,4.281380620148746,13.20229506380682,2.092295927612632,3.8578476948837137,-1.709209309698879,2.908812798620039,2.983918359607313,0.919473141840176,-5.012072536590653,7.601728404971019,1.305917620696995,2.3341090888406066,3.122894677308122,2.2094091896929555,2.140322648679665,8.359702171584823,-0.573525751865015,11.91331353705184,2.5577232075386194,1.9069467532109985,-2.2133561033280706,5.100632422028351,2.9737489833270296,4.42067599531608,1.2821244059904113,10.163144048240815,-1.111048890857938,-3.6917964157678087,10.363479974789648,1.0237772339723412,9.168078236520676,2.676488361736654,3.0701365549692783,1.7937967719207393,2.4163720191728695,2.530594515633751,4.296918261571869,5100000
Mix29,3.9916811433397097,1.3791688662326325,13.161071394585745,-1.0774643963094737,3.1127515764685096,2.6467395088368875,5.684475885770315,2.187492709476978,-4.840523305232384,3.7765211938495913,-1.0158800732332594,5.69270916137508,-1.9831923818711572,-2.88506788577882,-0.3501536027735509,-0.6554503142574017,-3.4824268421800553,-2.3074394759490184,-10.749463343269392,0.8005891222603929,2.65613759511664,-5.286557154262956,-2.8039215196428016,-0.5342494357571682,-11.616188968141147,3.502397121097416,-8.320167187089723,-4.041321751943357,0.4886176838754583,-5.879213524519447,-9.942062839650342,-3.7365021640962555,-6.442333756489546,-2.629038792547988,-1.6165085845567315,-5.087750773909885,-0.30442067335093403,-0.4617674113720671,-3.9078334465040583,-12.075909569716531,-6.7955407280065545,-5.0112855799846105,1.8207386215211638,1.2308419955927865,-0.8263593200399538,1.8550770846502966,5.048394679221742,-1.457650407834569,-2.121248094834667,-2.7715763794200132,-8.28750698546409,-3.76865870770085,-4.4473535397619735,-9.52381701012973,-4.076629804231373,6.005465575305633,-8.143734861641086,4.5158142002296655,-7.1849966525301125,-1.6550459548945866,-2.6462034533954295,1.7157066611100769,2.4261803005556084,-7.620089769219275,0.6629897347080607,-2.6916796676421644,-9.592732702681436,2.4069348447858436,-10.484051591816945,-16.510657493382535,-1.1057935867287214,-5.032700838020219,4.738158249196636,13.04621543351712,1.663258138163247,3.0441402023996336,6.2992843687740745,4.247792228821063,7.650443923130193,5.251208493214264,-0.1885838730187192,3.6761674103960926,11.09933767437527,2.8130101107744845,4.693480294764802,-1.966986641658651,4.175234562009816,3.1503881858742107,5.271693322892675,-0.3676717226819344,11.884828749853437,2.2029931955064526,2.1425973553006608,2.7328789504060294,3.3735489923627875,2.810330468889685,9.400342793864864,6.313160909274148,14.471677544291946,1.2062663332205088,-3.6511662750828395,-2.3159684951239985,2.4763769663758035,3.6170049506745308,4.464015148322272,2.0214955499810037,16.00154211238094,0.33819831865831596,9.67702955312091,10.304678766110376,1.5426736003218817,8.984854870072155,3.118010686951103,2.3572963534944202,2.524365334781077,2.646076205115065,2.30798384024435,2.919391540287467,7500000
Mix30,1.6155795596372402,1.9140815191206961,8.078267841793515,1.6046365691278082,3.3335540243637465,1.7166530237146602,2.4502915689053753,1.6464522596928208,-0.9246513903893554,6.949178645513303,-3.043210971478665,4.98180399233994,-4.588380582185836,-3.401586485922606,-1.168369549054083,-1.2576167171547443,-1.673655937796639,-1.399119346860099,-9.868540103554507,0.909663640936485,2.8819723515248126,-5.715293024102033,0.6414345778053184,-0.8201422419073376,-11.241945013461129,-1.7040578676088927,-4.389574313461869,-4.515749752771123,1.463707754303337,7.6527397185318105,-7.324339068056473,-5.559324214887833,-7.865056495667447,-3.4567749031788546,0.41489544525268096,3.5286805662106824,-1.800959387394807,0.5179586432805454,-3.980186348834749,-6.402863514010522,-6.815927365330173,-5.604430290433749,1.6089601571465504,3.414510716780703,-0.8012606699724638,1.8214937031748293,5.4048510397254725,-2.920984470333261,2.377269339996862,-0.8553658917013678,-9.862065459028221,-7.316524961139265,-5.265460168721562,-6.877327465912052,-4.280935714674177,1.3347394760939084,-6.7951874153067005,4.116010056449997,-6.3759688815587925,-1.482923342699168,0.1246301746156877,2.608439342638808,2.3939884832729748,5.723934123902846,7.735571396220447,0.19825341611704667,-9.228020653357232,3.6663530363047783,-8.249188538115435,-7.4317423717851145,-0.487171186298489,-1.2059394320397185,4.155275610166525,14.756578451295157,2.545181100269968,3.5624228753918694,3.8512626848848788,14.920461807525419,5.251235861420781,3.5098713833225954,-0.5477341433525293,4.2134544765365325,10.661272083173504,3.6138266654467976,2.8490748415564333,-1.005066751834522,1.8671588970715511,2.539314939065056,1.024762949370092,-5.003471071757991,12.293636953520817,2.234725698543475,2.876084499023612,3.865317020820688,1.9488764498672753,3.0078513414766785,8.149896393671796,-1.0025541702739185,13.308361234651164,2.8982004514850845,-4.864982095677994,-6.0383016308904285,-1.6888891153812096,4.640229892572818,4.527728347884492,2.4631651513780413,12.341134806850462,1.5583638449509918,9.777675652127916,9.382403583320956,1.6787722397870977,7.689802356227127,2.3080337574230083,3.1783976716004885,3.7083247268144115,1.7063945022105607,4.005747405449423,3.050675961697869,37000000
Mix31,1.7159010735564149,3.3471315677946,18.893030262190365,2.00441552011928,2.4992840195868857,3.504776426742083,5.552193441537301,2.8871122446069095,1.9316923910936903,4.2111608766798625,-1.0955770392433988,5.5729989541174225,-2.8374960342475704,-5.439473139323035,-0.6798099573858543,-0.26560577348406417,-2.698166428318061,-1.5369067175302815,-12.79004566543179,0.6371233118526306,2.9447642560343112,-6.776150294014786,-0.2945104291377606,-0.7146244399716357,-12.58782960409551,-0.3107576431732664,-3.419726105349773,-6.224742507006792,1.1054088881079538,0.3669065526429973,-3.9260126689475108,-3.903465063964523,-6.353642592905618,-2.4374178441025425,2.1071427674357333,-5.256777610510697,-3.908990205281222,-3.168775664280732,-4.2791147052438765,-9.501392806072271,-9.695999062821631,-8.360498073703404,2.4420492702200125,3.328597877726688,-0.7897678702164788,1.4628799489871944,6.542764114091797,2.476525397448023,-3.1063954379174277,-0.8269351878761902,-5.996048129182521,-3.021195868872619,-5.842096012818038,-8.510719439932634,-4.117165156044711,-2.5934425771888305,-9.473101014519282,4.728743170911138,-4.0089933397272715,2.062131776810353,-1.5568916658088698,3.027342411721613,3.21189222626277,-12.164259009721913,-2.259759001705529,0.5694438724768236,-10.000194704045452,2.6556247261755055,-6.294067081602101,0.4018007635778154,0.17334736379864824,-3.0659712047594563,5.030410209286538,15.021337269761757,4.618994909322782,3.342040477898927,6.041776766819449,10.773142990702327,6.416683403239593,1.6904164294043917,1.219222832937902,3.704647562944327,7.149308446512785,2.427584471272434,3.8478113093593946,-3.262021739138346,3.043308970421056,2.0804198597747314,1.157002062250525,-2.8567266869761574,13.525250218788763,2.625136115178203,2.040459790626877,3.01366904609415,2.2097877610253875,3.317159711352204,8.140708982591564,3.7677982559538465,14.36216054287917,1.9181251969441533,0.8342667148564815,-5.306273663427687,-4.019121075025268,2.162686977342893,4.458405479443783,1.4554753782085978,11.998671261699105,-4.529339843088663,1.4979377177429631,8.737956889684108,0.5534271369682363,4.212944275849267,2.028816431562188,2.8288793870541786,2.4050802718535387,2.9780544958871853,3.376037323863536,3.1387250782132194,51000
Mix32,2.7435304946855346,3.061742031929231,12.371721513606584,0.7905844225658952,1.9369575998246136,3.3885450400577084,5.648367213622691,-0.20911275652256456,-6.49092253808816,-0.6878046954499348,-1.160156645590977,4.714427361438138,-4.540942861151349,-5.11455431910735,-0.814467011235667,-0.7383655438780943,-3.8502909865993145,-1.2167247014760383,-10.211944732444374,0.5385359230121637,2.4030051889160413,-3.86597233584788,-1.5483975553247247,-0.9789985475404608,-6.652597065036824,-0.06923868214341078,-10.815423913109061,-4.542660025345366,0.21483561403395823,6.313039118541415,2.9802854215161,-3.8121916073722395,-7.6923810945553575,-4.468433118887109,-3.695869422729869,-5.8136370882193145,-2.310742476190283,-1.6174648302290269,-3.8242981277138304,-5.707201523264224,-9.15933759991526,3.464045896283383,2.0684928341499087,3.228762143482345,-0.8389917125093446,1.5137035080268575,6.368456999427872,-4.62529470160707,-2.265019500979231,-3.4695586922044943,-6.407716306941593,-3.978710266847612,-6.3197768969498656,-7.204680122348567,-3.9174241388739457,-2.410272957649482,-8.246561677824392,4.450097607612161,-4.528350978864266,3.0943710239090336,-0.9053491551031022,1.3448456453958706,2.7330967107952935,-7.00194628566738,3.9817364125131283,0.33758956465133766,-9.35008831175502,1.0505503506694924,-5.363652060180583,-3.368671542956988,-0.1491516109708716,-3.7938600498652715,5.7624635916347176,12.310190576220005,1.3782818835722532,2.284666764965834,4.5905063422766625,8.355901950898744,6.710427645184589,3.737820577689595,-0.1476416937216448,4.372434860264279,7.231952366859243,3.0916392026077046,3.470437646870803,-1.399982569068399,3.141586571244514,2.734082802590326,-3.3881759301425687,-0.11620723320884752,13.63957854629722,1.7792108848296189,1.0720303788788974,3.009706283728125,3.3579883607274192,3.7978864739808023,10.177236981838721,-0.4576481649707421,12.115660277744698,2.447044352164413,3.0116216304069297,-2.651736378161231,-0.3376675391699411,3.509427375363637,3.76053198026032,2.282597456438374,9.221617162653851,2.1797053852133983,5.49575827417356,8.849282887915972,0.5269290172874987,12.144043848283886,2.7348921469332104,1.7427556412788456,1.6641548186345265,3.0219887556793177,2.2395370269417745,1.454801122764771,1500000
Mix33,4.134193427718923,2.282093640391361,12.14313558972181,2.9008078712195626,2.8436090932006097,2.558763762098944,5.9328353082500564,-0.7693618207640702,-1.3085781745599319,1.9461932589580637,-1.5767223141954778,-0.8343665529692927,-4.558946989843637,-5.751162024342162,-2.535283282093157,-0.8913988767547316,-2.710431406015034,-2.082310507322603,-12.295074027879325,0.6887228212469757,2.547046015918724,-7.456440711452197,-0.9782948821616778,-0.5677457084011736,-12.239897333078318,-6.0943987740334,-1.4375391769733286,-1.4333067176463858,0.5864644237256763,2.639728589052296,-1.0050117387774997,-3.9454378952038325,-7.5798338411263755,-1.5814034688129328,-2.789381623511451,3.964485731315432,-1.475581404910919,-1.8436088630412093,-1.5133564265009376,-7.018113929622797,-7.502721955960684,-8.224303821730977,2.167747977494206,2.3110854509893084,-0.8788798032335091,1.760131426102651,6.323617268303272,-4.328559812321254,0.8290458794712454,-3.8311499947648042,-5.11088175002379,-4.639757251524217,-5.621242509746003,-7.409588740304031,-4.156254869944724,1.5328312790842245,-6.744842049991458,5.657746016390608,-7.31076616874147,-0.3345509756532372,3.176562797488372,1.2880100633532334,3.1965090033728423,-5.119776838795925,4.008526118730643,0.8145905446815727,-8.08811114364467,2.7060658909865603,-5.92009256666519,3.0078895022425254,-0.8311664153215039,-1.537184487281953,4.267963966733603,15.789695058852619,1.3342424872595737,2.3471946919809445,1.5981559281943407,16.192647503309395,6.410984615525296,0.6759252748294791,0.4068332109818826,4.476462895541639,7.645995992360206,2.973145215339615,4.18791132837644,-1.7184511812709884,3.316900849464387,2.771801368271995,-2.929649088578441,-2.4873117326163743,6.318836144629866,3.6969339294246057,2.9752592650376957,3.553511915812811,2.6683375379168606,2.2289391379711776,9.316609805547618,0.8884751871593985,11.775621663435427,3.7924994384926483,1.3108222348211078,-4.605131580941195,4.760304835596624,2.5440190142233536,3.5570914978125363,2.9326851836520906,13.889411924403337,3.6944362315664407,7.201047185743847,10.903206720301723,1.2915714549016286,10.003339312250711,2.447704705081364,2.7326761721563826,3.417869586918242,3.354297011826995,3.7974743047974084,3.7325677252806377,26000000
Mix37,4.4384437541447666,2.642657861712115,14.629777464358973,2.204398459976439,3.6434963795261774,2.102191431950813,5.961622026389147,-0.17896279053319764,-0.15617472125011078,4.107254978989648,-0.25352378834654093,6.125184842815856,-8.93000839324699,-2.739044530540951,-1.993471884393737,-1.7425799491251448,-2.757742400163255,-2.023535709279987,-10.610686181506152,0.36285364787765145,2.943542250399966,-5.3041381192125305,1.3461451041899646,-1.0998266520826432,-8.392041654919218,-5.4175786478729036,-9.129905349501806,-5.174731056625224,1.0732932839352323,0.8003151810015625,-4.906583793581155,-5.022341184252915,-7.21892595399207,-1.7395652428257016,-0.9469636004199147,-6.905654161479148,-3.225534244251541,-1.986694977181845,-0.04987280150479423,-7.9568593882933705,-5.967520176335028,-3.8577426504344894,1.5398967384261093,4.754800642911846,-0.7956302188841151,1.581008179403777,6.930650793956706,-2.257737823157269,-0.5673758639261546,-2.9592703553571837,-10.22934137687811,-4.378872758760515,-6.910584270397107,-6.29736823123249,-4.3250171763916185,-2.340247494316143,-7.417465854449374,2.9162555779688706,-8.1295090729607,-4.756038524289007,-5.419804901369809,2.562501777058017,2.6141715917661976,-8.712940875240776,-1.8887652693613237,-0.8074525247198157,-9.133953395006035,1.7004474549857476,-2.908507651186799,-0.6821615503131211,-0.5011987906259134,-1.3673948294059943,4.339440849266378,14.291505935569308,4.286880352369255,3.114607413873441,4.454028462911355,10.902762250165914,7.640140002537686,1.1411785911363048,1.4374896056411997,3.871949001825054,10.546730055108224,2.7810767426577003,3.681506741645345,-1.4116339641924522,3.229190408716724,2.487706332905194,6.487699912854285,-2.811574851378625,8.93365850119508,3.2085953597895327,2.6636973230248144,2.6888602151590653,2.313307442091901,2.908816868054341,9.59222071882272,2.972439808579887,11.42468786330439,1.7370505605874478,1.8724721059816547,-2.7249873644684053,-5.33632052066292,3.1272203988007883,4.820973560320333,3.056266608803109,12.485579065497335,2.493937981396693,6.828455666658538,10.215333725062058,0.5786044841261774,7.0007162935257625,2.03110605962809,1.6802639159534376,1.4871529560366845,2.9937347164648918,3.0725598531831304,5.775389527437762,3300000
Mix38,3.5644892871486022,0.6254835377799957,10.33353295726178,-2.1518320617939426,3.1642382144319185,3.4294651872882778,7.217105581049279,0.5881238955765142,-1.3478254563960272,-2.1106331820571915,-0.3851893468513615,3.0661573252632213,-3.2066273400066447,-3.3905295277420695,-0.10333175805830563,0.7769197189550477,-2.131362138191438,-2.2348783443094447,-8.752687927398428,-0.05780161986590637,2.8991906616523186,-5.279456873755385,1.4344873048754816,-0.24624579581833775,-9.730233477160413,-0.6045927968731768,-7.954925531815469,-2.408244236207164,0.717311171725502,-2.373884643997185,-0.6185175573028685,-4.663379197205126,-7.058274713999716,-2.8448812356572093,-2.5085453361474297,-2.083672399984846,1.2329793284754391,-2.3361099231504396,-4.942008506913029,-7.132626851005017,-7.320246633659477,-5.307242156844337,2.2798822651681796,3.1704255448786616,-0.8088155492215042,1.9831126362960616,6.05319116118544,-0.8431291656992995,1.3590519927715556,0.8852788002993561,-6.591285895657173,-4.8194670492171054,-5.310829090270601,-7.690195267833029,-3.900138826936394,0.8914176986688946,-4.494595191077517,4.753556202326094,-6.613456930659124,4.008907677863499,4.2245069009532275,2.855758018702046,2.4445340482024682,-3.8571938047994334,3.962466596470253,-0.039217085478329,-8.325933742260426,1.8934852880611999,-13.631635399923693,-3.4610315055736054,-0.15068508405332848,-3.8528430128592497,4.615198748612934,14.256498056443334,2.5181283006180575,3.081987545764998,5.22328998918006,14.75664992251608,6.564724402467114,1.9968852848331695,0.3288358109293807,3.9233162479406904,7.048411291999431,2.92026205778268,2.4920655556982587,-1.9089616968048213,3.2572885162639573,3.372200996008604,1.0407186010537306,-2.518055167180603,6.98208870049721,2.4351187986668204,4.516752848509352,3.7159655069213726,2.8821522615339923,4.314955318933158,11.143853952716414,-2.3830088654806145,13.578012744010218,3.158424292042161,0.6798042027165785,-3.244351590393242,-1.5651950279545175,3.4091817473103165,4.329251823837141,2.685099629951807,10.222945148408686,-4.5743127867434765,-0.5457842099302739,10.145140102066941,1.338407763835105,8.0994898007351,3.1088618628487685,2.389528652431715,1.2776980356719359,4.135407002605762,1.871266190555462,1.4381011924136966,160000000
Mix41,2.645534766765363,2.3065005568749193,16.90162639806203,6.13206677545771,2.7112983327376403,1.7521579487632,6.488920197094872,1.9893746238253627,0.40221407594738867,2.124326583243348,-1.5429323128524302,6.438429679466964,-4.695713732993346,-8.295320813220027,-0.45094614834300084,0.2935856699873179,-3.9925281855756096,-1.54123420670228,-11.775469428494857,0.8489117974610976,2.727001848511643,-6.194065561703502,1.999959318756392,-0.43329893773316014,-8.676156523548647,0.32696236967349446,-8.055563223866505,-1.4713517461563357,0.6875162725135473,4.52204429432456,-1.71771531544711,-2.9794062106879453,-7.756798379625063,-5.359194795193726,-2.0205942925414178,-5.992160538904118,-2.6240792550644283,-2.0549338823952823,-2.6140838789227083,-9.17647701459844,-6.610689127811049,-1.8449662798562994,1.9977146053455748,3.4705587803833313,-0.6615615293410989,2.7790272759842085,7.6821763938173415,-2.0443103527180213,-1.2190690419814751,-0.5619986633521871,-11.348516514262835,-4.058469259650969,-5.395433335567572,-8.478044067268751,-3.9613729849711063,5.075142973195778,-10.043096354882383,3.267307090267892,-9.42462514527791,-0.6201169364284478,-3.2704425435119298,2.5523774380521793,2.4781454068248245,-0.4210626668067352,1.2103976370105212,1.0308544554235648,-8.07274728685351,1.5033453849908485,-11.617342433417637,-3.215622350910662,-0.9697356963292801,-3.716275190401902,5.142958760691042,12.313779855564475,2.4060882130898764,2.1712658886973584,3.278428485126282,12.568296129035508,7.446600860383935,2.2470199004849896,-1.114740880346825,4.57591169497378,10.332910162193137,2.7505538847786215,3.932207855978569,-2.1501217531245063,2.9485876269084788,3.0446396482296096,-0.7606138612392497,-3.1028242174487377,14.982627065257248,2.944770141581077,2.527466950064319,3.4073186359238017,1.5258032771885035,2.71297292721605,8.727608583021446,0.81348618416615,11.934386773603245,2.74815239297168,-6.966317562772717,-3.8756655230398165,-8.109403043642324,2.2414929244028183,4.249315589988511,2.5625387992513278,10.216897481070447,3.810704199066762,-6.019164136098247,9.353220016160074,1.7584502179888157,6.438909631645472,3.427839374933641,2.0581986011823092,2.9526692160531955,2.813610000921345,3.049157567476613,5.129011741307797,19000000
Mix42,5.342421489891169,2.1642920055975132,12.768901661549037,1.6325480046110061,3.363740767984977,2.3419662836760775,5.4625874288699485,3.9116346275576737,-0.04010632717887175,5.262002712308112,1.5126288736823459,3.604825039281263,-1.6767546140866494,-0.15327519022245006,-2.4938379022078263,-1.078198187164957,-3.839880342804079,-2.0082377697041602,-10.51506261182782,0.9556041008973533,3.0466244653113175,-5.37104516282957,3.785146276166275,-0.34198462079760056,-6.469241991588442,-6.724702088335014,-6.565837081701423,-2.2572764701037675,1.3925375511689384,-0.8144780509627179,-9.036450383665063,-4.190034579791083,-8.21414457880544,-0.757555282085612,-0.8429553799479826,2.0806970626059647,-0.3842063419493189,-1.3845277223580654,-6.00723898690918,-8.221078025768353,-7.023991419240271,-7.325177315693309,2.1473834591365284,0.46742092153960413,-0.8464271516274122,2.090210905312485,5.8944429100715965,-1.3762286841609803,1.2729998250062495,-1.3912461121386,-1.7075821982446113,-3.078279661187456,-5.601005304300404,-8.806261028105313,-3.987796393369028,1.158254872949108,-6.655128364529121,4.4749029493899,-5.039169954703265,3.824257777332586,-0.2479353944004743,2.948518626415439,3.0728345405636235,-13.30509400067636,4.4913140715046875,1.1788049193444017,-9.251173792360097,1.8795829232077437,-1.0581347916381993,-0.9335227924177247,1.3170026487846132,-5.569393387305688,4.638545397713197,13.66903492945804,2.7391056454870504,2.989123409443647,3.24338293775887,10.918258501833616,6.9032666312632704,1.8848764965409721,-0.16679769400618974,4.569431724783494,9.76051350428841,3.2678577594367524,1.8870489837251707,-3.5729007214403,3.055301472107256,3.285228572704786,0.04877552879373381,-2.8725695530193045,15.15385014265329,1.3702867639315148,2.012136549869123,2.428503470718938,2.7360639891706495,3.439290141880791,8.18291838641263,-3.873605837465949,12.535552613706399,3.1495931546607245,1.5393691412301118,-3.8395441049268078,1.6641469125193118,2.7903733198129155,3.5310518072418184,3.2616470592553846,11.79031786310234,2.7193511168488977,0.23147156104299516,9.711982138439767,1.422394806610213,9.259461095691279,2.5372278997990025,3.343558295674477,3.0908378180228544,2.666407937800103,2.8453041812616218,3.0576957397182913,4700000
