Community,2.methylbutyrate_PFBBr,3.aminoisobutyrate_PFBBr,3.aminoisobutyrate2_PFBBr,4.methylvalerate_PFBBr,5.aminovalerate_PFBBr,acetate_PFBBr,alanine_PFBBr,aspartate_PFBBr,benzoate_PFBBr,butyrate_PFBBr,catechol_PFBBr,crotonate_PFBBr,cysteine_PFBBr,desaminotyrosine_PFBBr,dopamine_PFBBr,glutamate_PFBBr,glycine_PFBBr,hexanoate_PFBBr,histamine_PFBBr,hydrocinnamate_PFBBr,indole.3.acetate_PFBBr,indole.3.carboxaldehyde_PFBBr,indole.3.propionate_PFBBr,isobutyrate_PFBBr,isoleucine_PFBBr,isovaleric.acid_PFBBr,itaconate_PFBBr,leucine_PFBBr,lysine_PFBBr,methionine_PFBBr,p.cresol_PFBBr,palmitate_PFBBr,phenol_PFBBr,phenylacetate_PFBBr,phenylalanine_PFBBr,proline_PFBBr,propionate_PFBBr,serine_PFBBr,succinate_PFBBr,synephrine_PFBBr,threonine_PFBBr,toluate_PFBBr,trans.indole.3.acrylate_PFBBr,tryptamine_PFBBr,tryptophan_PFBBr,tyramine_PFBBr,tyrosine_PFBBr,valerate_PFBBr,valine_PFBBr,vanillin_PFBBr,2.3.butanediol_TMS,2.aminobutyric.acid_TMS,2.hydroxy.3.methylbutyric.acid_TMS,2.hydroxybutyric.acid_TMS,2.hydroxyisocaproic.acid_TMS,3.hydroxybutyric.acid_TMS,4.hydroxyphenylacetic.acid_TMS,4.hydroxyphenyllactic.acid_TMS,4.methylvaleric.acid_TMS,5.oxoproline_TMS,alanine_TMS,aspartic.acid_TMS,benzoic.acid_TMS,citric.acid_TMS,creatinine/creatine_TMS,cysteine_TMS,cystine_TMS,erythronic.acid_TMS,fumaric.acid_TMS,glucose_TMS,glutamic.acid_TMS,glutamine_TMS,glycine_TMS,glycolic.acid_TMS,hexanoic.acid_TMS,histidine_TMS,indole.3.acetic.acid_TMS,indole.3.lactic.acid_TMS,indole_TMS,isoleucine_TMS,lactic.acid_TMS,leucine_TMS,lysine_TMS,malic.acid_TMS,mannitol_TMS,mannose_TMS,methionine_TMS,niacin_TMS,ornithine_TMS,palmitic.acid_TMS,pantothenic.acid_TMS,phenylacetic.acid_TMS,phenylalanine_TMS,phenyllactic.acid_TMS,proline_TMS,psicose_TMS,pyruvic.acid_TMS,ribose_TMS,serine_TMS,stearic.acid_TMS,succinic.acid_TMS,sucrose_TMS,threitol_TMS,threonine_TMS,tryptophan_TMS,tyrosine_TMS,tyrosol_TMS,uracil_TMS,urocanic.acid_TMS,valeric.acid_TMS,valine_TMS,cis.aconitic.acid_TMS,meso.erythritol_TMS,myo.inositol_TMS,5.aminovaleric.acid_TMS,cadaverine_TMS,putrescine_TMS,tyramine_TMS,Log10_KP_CFU
DMC107,-3.817108313516674,-14.165506693889233,3.1483395339085374,4.699332057128892,-14.425544298063432,-1.5774241562948728,4.5847582802699,-2.6746769139639395,-4.469353056394121,-2.5747909152146375,-6.121712441270608,0.2507693592545559,-14.924709674173833,-14.425544298063432,3.110940671917981,2.10995436988461,0.5144432500963853,-4.710811307104872,-7.25772819511917,-4.335020416219699,-4.4485591576542625,-14.425544298063432,-2.9626442012439633,0.3359798118191018,-2.025011847548175,1.8710026752941378,-14.425544298063432,1.3859962473757277,-3.264514513360419,3.072301026804913,-14.425544298063432,-6.583894856858679,-14.24715941353454,-14.425544298063432,4.174729338538806,-3.2649540161908654,4.36798918910765,-14.425544298063432,-2.6948160880848633,-4.687993890031935,-5.696252142765829,0.6141052286451996,-1.3162999360305991,-1.750452118023552,-2.0466058587202096,-3.652956079936134,0.8973901296578198,3.6176039062104506,-3.423898592519061,4.502530120000855,-5.429039155898727,-3.9728782395589737,-5.588573419485123,-5.577659878194376,-2.5028707552490186,3.5908354735832657,-9.23052099228758,-3.181619215410363,-6.462345849639853,-14.425544298063432,3.9068078465697735,-5.962974022421236,2.0702703922664307,-5.611907551188259,3.517617951876096,3.2699185216836386,-14.425544298063432,-0.7815328223599134,-2.797780175387376,-2.1332400630173645,3.450788170179966,1.9498071007135012,-5.237131837576495,3.5084167446636574,-14.425544298063432,-14.425544298063432,-14.196449363594851,-5.752397086605532,0.6412684757126377,2.6879505212003183,-5.865255871470666,-5.312755097988749,2.9788241168881364,-14.425544298063432,-14.425544298063432,-4.813360114120051,-14.425544298063432,-14.425544298063432,-2.130726654145274,4.93553446306293,2.1722158643407994,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,2.6507175559868905,3.2958337177152486,3.1872809796586985,-14.425544298063432,3.306235346273682,-2.9830030939350087,-2.9334511477730056,-14.425544298063432,-5.239915871364374,-14.425544298063432,-0.47676744559251877,2.0852925777485556,3.9189973759512617,0.2009562390351404,-14.425544298063432,-0.555763638247017,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.5088724044758,8.447158031
DMC108,-3.7171074592055913,-14.534358686088831,3.2754984542495347,4.81885225267065,-14.425544298063432,-1.8039406675116276,4.466637368190651,-2.7592658631068816,-3.538237624573607,-2.525708101324788,-7.07999611920849,-0.01579899386679214,-13.08882485363742,-14.425544298063432,3.253733099056577,2.3588232832276774,-0.7357753695290739,-4.6851819375506,-6.246024945336565,-4.1698548437247105,-4.409567418429918,-14.425544298063432,-2.9049498338890594,0.42388594839313065,-1.578357387216055,1.66876229027221,-14.425544298063432,1.526137558372884,-3.320081777630581,3.25204342095015,-14.425544298063432,-6.955415722487611,-8.365013543983043,-14.425544298063432,4.137932940582078,-2.938271189152024,4.19839931806405,-14.425544298063432,-2.8183143886284356,-4.615888989570167,-5.5027032082690335,0.9444503133269576,-1.354434740806258,-1.4186335105571346,-2.038793308656076,-3.541526939899218,1.2260721490233082,3.545716516729175,-2.7764744135468353,5.048247036794037,-5.14202676844151,-3.976306821862114,-5.672781536390712,-4.835704109153122,-2.4336009910397283,3.8519328849163172,-9.345283150158435,-3.2613188260151187,-5.727146824653603,-14.425544298063432,3.919264434679068,-5.9317134256057225,1.9138309062149286,-4.8627423289116845,3.152458930808378,3.171545051305919,-14.425544298063432,-0.7196235773952502,-14.534682300170534,-2.349623909933867,3.1216925819347634,2.4473215025865995,-5.396074154045305,3.6769825026081735,-14.425544298063432,-14.425544298063432,-14.375939847782488,-14.231470801422049,0.34659200906215387,2.49910591233699,-14.628468918835958,-4.161200593733673,3.1788516470615424,-14.425544298063432,-14.425544298063432,-4.5549062379985275,-14.425544298063432,-14.425544298063432,-2.4615310828434165,4.816367687710279,4.452909792776521,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,3.005853152641114,3.4715824049052944,4.031725649363615,-14.425544298063432,3.2514507144800984,-3.82076965976236,-1.9444173198081307,-14.425544298063432,-5.104155583485204,-14.425544298063432,-0.6018826652116643,2.016374494638022,4.497249804698638,0.4301392870770288,-14.425544298063432,-0.49692904823899353,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.50616852092164,7.62324929
DMC109,-3.504680749843449,-14.131410394061879,-14.427027319103676,5.107515138388375,-14.425544298063432,-1.3863452367038227,0.2414317522740393,-0.4509650195567596,0.7271413247265,0.8578233691275453,-4.4782634348248305,-7.392873703244364,1.0142403247873621,-14.425544298063432,2.687252834112354,3.41004083016357,-0.7384451217403333,-4.674201745560924,-8.668195565434567,-4.115977823425655,-2.1447362148571676,-14.425544298063432,-3.207636282731441,-0.1891289110233655,-3.489736859800016,1.2669281035768236,-14.425544298063432,0.7631193673149506,-3.701755503116457,-4.632545208792423,-14.425544298063432,-5.6635660137154025,-6.925231023459923,-14.425544298063432,4.557929574323001,3.8023519899607403,5.142339232992777,-14.425544298063432,-3.883218531668313,-4.742403435729508,-6.712829575651936,2.692899642575404,-1.3911025087906352,0.7784188401890433,-2.06969443789767,-4.388242065420401,-5.934755678224357,3.770755084134248,0.41218429635188925,3.5099066022195387,-5.741595903454138,-1.8864174659718989,-6.109953608275025,-5.451143948628955,-2.32423525421036,3.2855766787439724,-7.5083001410438,-4.330753764485979,-7.061830143246051,-14.425544298063432,3.921279676212428,-6.786461109921192,2.0299321105649644,-14.308672166975349,-4.513290408481547,3.4027084659460223,-14.425544298063432,-0.8423311701634859,-8.098647069755167,-2.2032433202430544,3.1022788979638434,-3.6149902062424566,-5.256965689709192,-14.50989158113763,-14.425544298063432,-14.425544298063432,-14.990779175485981,-14.774027647903594,2.106454138589311,2.2805584430430583,-13.827603510612136,-5.506307940902852,-2.63961700120934,-14.425544298063432,-14.425544298063432,-0.7614656033609194,-14.425544298063432,-14.425544298063432,-1.3807810897647474,3.759977597079871,-15.450782298908873,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-3.9160532042654745,4.917429952678619,-5.484120087713284,-14.425544298063432,5.361496406335136,-5.7613151031074095,0.6291640097635187,-14.425544298063432,-5.317086760149155,-14.425544298063432,-14.689258400252363,2.6955659365484896,2.421556908025301,0.5333979134333775,-14.425544298063432,-0.23160638879922274,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-5.718174485306116,5.602059991
DMC110,-3.6701360196451094,-14.36565859256156,-15.694056177224446,5.985927947588544,-14.425544298063432,-0.6652927477690924,-0.019174326314509216,0.11495504137412517,-0.757229286627146,0.7180318267020663,-4.500238093709588,-7.42388508384275,1.8895806233974077,-14.425544298063432,2.949402802392225,1.9625600253716355,-0.04612718092731513,-4.651516046433661,-8.24071550463193,-4.217152528054778,-3.810787103325629,-14.425544298063432,-2.7393552513585195,-0.8071189414349823,-2.654479630152707,1.4368847923510875,-14.425544298063432,-4.568592312418352,-3.210054316072125,-4.205851365407037,-14.425544298063432,-5.940679813552419,-6.654902206655996,-14.425544298063432,4.679579977471836,-2.6755363009602706,5.047095437396939,-14.425544298063432,-7.281682613675859,-4.19875459572534,-5.9966794652092315,-3.767494860125899,-1.2530771662824924,0.6866076181096676,-1.841661434685486,-3.6256898082326527,-5.870012659545251,4.092762721173855,-0.4635997907129718,4.728110247109475,-5.987400986741851,-4.479834534054213,-5.488547459438631,-5.1058006625619035,-2.502499922152563,-4.357960374205044,-7.677820463832107,-3.629489544890224,-5.6296944302659755,-14.425544298063432,3.932420493486858,-6.652677670639012,2.23036477487737,-14.427834016629864,-4.416978699698178,3.955892972509956,-14.425544298063432,-0.6934595837234543,-7.1363855143237656,-2.0687565540340893,3.9818793003247874,-2.1682472033223537,-4.845535278888736,0.16443805255815303,-14.425544298063432,-14.425544298063432,-15.180013332563083,-15.263853225367107,3.6463001968302033,3.1139562931225955,-5.281095052609545,-5.56825842055445,-3.158445849222861,-14.425544298063432,-14.425544298063432,-3.444412429649586,-14.425544298063432,-14.425544298063432,-2.8000741193654415,-2.609422601785872,-13.98299266421176,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-1.528525783130393,5.936109018212172,-0.7514243034688373,-14.425544298063432,5.987937257745565,-4.922364039366296,-5.617602696434767,-14.425544298063432,-5.615110349589849,-14.425544298063432,-14.924123582440293,2.8641785712509282,3.806837051974715,4.989964094528567,-14.425544298063432,-14.646792368386807,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-13.957900549877872,7.51851394
DMC111,-3.4867608731653363,-14.427849771200844,-14.347270852286243,5.367457744859043,-14.425544298063432,2.4678692458421763,1.3704746077291847,-1.159390014979726,-1.6563109923675152,0.17470309169882964,-4.735821275122186,-7.5629352707206525,1.0274317314075223,-14.425544298063432,2.42193228152787,2.438687810199588,-0.16048269314752983,-4.786694249231329,-8.301586017984116,-3.929000303907504,-3.5133054555310737,-14.425544298063432,-2.8795180726011207,-0.22451761393943231,-2.9298593695951634,0.7400760099048416,-14.425544298063432,-5.102693188780518,-3.319275900276176,-3.9883775203792866,-14.425544298063432,-5.506039850208768,-6.605010240011353,-14.425544298063432,4.752596816883697,1.2313248433811252,5.217932698496017,-14.425544298063432,-7.75155265278085,-5.432045236174286,-6.551373217598046,-3.006434260462149,-1.54588846863724,0.7783310474797142,-1.8825108064998863,-3.7831018481428007,-5.414517564155092,4.002615082825106,-0.3993136467279679,3.849673534395756,-5.827871867666995,-4.254916165681639,-6.049858361222803,-5.1174873349981835,-2.283314438888363,-5.895588567056514,-8.143737343743057,-3.551000786143927,-6.324065460460022,-14.425544298063432,2.520438154465807,-6.627178794986748,1.8502104604259386,-14.762889576229941,-4.125425220291407,3.312590454423397,-14.425544298063432,-0.3897419447061144,-7.576574057132546,-2.4503946938868246,3.5366790247423894,-3.128617009702781,-5.0087608387851255,-14.649460401309057,-14.425544298063432,-14.425544298063432,-14.288180456946854,-15.514411139210102,3.2486674933418795,2.1696815118758375,-14.807319613313599,-5.038092415371702,-3.047940892870293,-14.425544298063432,-14.425544298063432,-3.8991853620761714,-14.425544298063432,-14.425544298063432,-4.165772592013752,-6.195565596624537,-14.503959810120604,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-3.1658251508728736,4.736258744135546,-6.184424802574839,-14.425544298063432,5.394615850843806,-14.29395218739682,-14.152272146113152,-14.425544298063432,-5.747292655244079,-14.425544298063432,-14.395250078769095,2.21802247459527,1.075865728709902,3.6669291443476464,-14.425544298063432,-13.35129159666712,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-5.988413647568848,9.230448921
DMC112,-4.1349239573134,-14.388169477530997,-13.986578190347645,6.116584040475157,-14.425544298063432,-0.5843341295907296,1.753067174955307,-0.1424849857703891,-0.7583448511977875,0.14075985702576355,-4.5612783418676495,-2.1335988223510056,0.8908183706560198,-14.425544298063432,2.8168355927004365,2.0031222330952443,0.0553863000810193,-4.099531867666663,-14.77086896580378,-4.215021021567451,-4.333630547999769,-14.425544298063432,-6.678220191783516,-0.7692422677994835,-4.723206653539833,0.7239571920169634,-14.425544298063432,-3.741006941628463,-3.1037883916776865,-4.114339491342415,-14.425544298063432,-4.364239636837922,-6.907680398629711,-14.425544298063432,4.9678714930382295,-3.0981778720767545,5.107649416135686,-14.425544298063432,-8.117720807572317,-13.250509143595151,-6.8390727990251765,-2.663802221050666,-1.015861127607242,0.06471597537983187,-1.8358666935445622,-3.55277033622726,-0.5509236949596545,3.8491101888466495,-0.30766450842526627,-2.6384700278252646,-7.475965052066041,-4.8394649004807455,-5.72219341875284,-5.0453649536180185,-2.7149025736706003,-4.181276708662621,-7.985254389134678,-1.9392704345054783,-6.15160131276766,-14.425544298063432,4.053125075980636,-6.093528721878316,2.290185461330062,-14.401363250342262,-4.211713959290022,4.033454034950013,-14.425544298063432,-0.9963696838700709,-4.870729552212741,4.849353012705668,4.037345688018319,-2.219873347489497,-4.916622669783936,-0.5005528182563367,-14.425544298063432,-14.425544298063432,-13.57685909993677,2.957935178421156,3.9777593859011886,-0.6098132171356387,-5.015952027284715,-5.276903719224141,-1.315759179409481,-14.425544298063432,-14.425544298063432,-5.124084977053685,-14.425544298063432,-14.425544298063432,-0.6434549492667165,-5.3960122644043045,-13.676685589378902,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-1.3027699321564647,5.851181422658241,-0.10831147116342238,-14.425544298063432,6.137105056126705,-14.847590542353874,-6.134395362754596,-14.425544298063432,-14.202407859439425,-14.425544298063432,-1.6077762255067722,2.7983289339086688,-4.841068894936513,4.995593530368371,-14.425544298063432,-15.369536876112823,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-13.920054869799241,6.278753601
DMC113,-3.6467380455982465,-14.552076467892165,-4.78029001422661,5.90445945346539,-14.425544298063432,-1.3323287050074057,2.0734170438255632,0.585787751585757,-0.22849282326574805,0.8699800424338673,-3.1159959142379905,-2.003452039839038,2.4551450433225037,-14.425544298063432,2.5590348564722367,0.8686079691945373,0.1901315655587049,-4.199523637625755,-9.342899599229286,-4.135407749749154,-4.373376828225506,-14.425544298063432,-7.869702567087023,-0.8059208451415097,-4.591849098391252,-0.00786638898776193,-14.425544298063432,-3.603505588062183,-3.0549992920785547,-4.1082506326613215,-14.425544298063432,-3.939914581952931,-6.401909005324605,-14.425544298063432,4.763393826249964,-2.634341749146234,4.8856729013202,-14.425544298063432,-7.53104337977991,-14.687052762664509,-7.243131445456369,-3.690880786393888,-1.0723342383048369,0.7325003588486539,-1.8867320662423097,-3.636661356018309,-0.2562969913599813,3.920158054868522,-0.3003873772874533,-1.7855045892819703,-8.50572593757714,-4.716603522256766,-5.4690584538737825,-5.199214612668226,-2.6231199819176605,-4.847954296982061,-14.797264911253055,-2.0103705233385334,-5.647012167937728,-14.425544298063432,4.162020376986308,-6.287405297980795,2.2075177411676656,-15.081062772493693,-2.9467796238040176,3.681833886674574,-14.425544298063432,-1.0505430244857952,-5.207250758713769,4.565117127759736,3.9700109432397537,-2.0219680175479358,-4.9100511803147855,0.5316411101358616,-14.425544298063432,-14.425544298063432,-14.678195777550457,3.4285924912257615,3.9736876312323464,-1.5951230071114741,-4.910623543265395,-5.493449936415212,1.5776985635143337,-14.425544298063432,-14.425544298063432,-3.883565352500779,-14.425544298063432,-14.425544298063432,-4.402573263524765,-3.534909816828041,-14.882047733023974,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-0.9397385750132657,6.422270707804558,0.3032197208700347,-14.425544298063432,5.518059583697005,-14.104022778667918,-14.279700790390326,-14.425544298063432,-5.428094522858315,-14.425544298063432,-1.2599615940544564,2.615307059097195,-5.437901919464224,5.043721060382049,-14.425544298063432,-14.799415257399138,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.254750099274327,5.707570176
DMC114,-4.085695801617485,-14.445796054711364,1.7959704326342674,1.1079800609135133,-14.425544298063432,1.1787398111013985,3.182665336101638,-2.1257838745113,-4.292495374923933,-1.8902046141671767,-2.44482940739408,0.7950545876283375,-13.950022081333454,-14.425544298063432,-1.2703643552811577,1.274795018481297,-0.34284499464980117,-4.606426090145486,-6.051973223853878,-4.448570671366165,-4.150593127215064,-14.425544298063432,-8.6655580010149,-0.12800593251095066,-2.4852915459214246,-5.716938173692279,-14.425544298063432,-4.404056623502919,-2.9802418592844644,2.7556359413464335,-14.425544298063432,-5.2912133933792935,-8.104191326087504,-14.425544298063432,1.040275250897698,-3.1736367776325185,1.619155513031829,-14.425544298063432,-3.369673142429447,-14.858832268819558,-6.059696034332878,0.3591775166545033,-1.9932927957461943,-2.244765699799261,-2.0165159431073967,-4.0038085901065985,2.358951337954067,2.4713279984245538,-2.3205539216869124,-2.312966016628967,-7.409027672172033,-3.9312767534914683,-6.951873412108994,-4.96326043276592,-2.7855834018543293,3.7261849383184344,-14.918227352772739,-2.6744823508297877,-5.873652005249349,-14.425544298063432,3.4425904278900803,-6.197903519325845,2.092989016549892,-13.664767857789617,2.4863120178349294,1.0495962618950934,-14.425544298063432,-0.8022789096502453,-3.0327058176650263,4.577552891848963,3.9663171439592464,2.7685271787929038,-5.011444890580574,4.622967778567389,-14.425544298063432,-14.425544298063432,-14.706349793340838,3.7683788410076424,3.313971578240008,2.0839892006206613,-15.210165121321664,-6.023833450148507,4.594818771153368,-14.425544298063432,-14.425544298063432,-4.553051756804085,-14.425544298063432,-14.425544298063432,-13.519794665880204,-3.3224120184530856,3.221259204069907,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,3.1640820518377275,0.034261708217772635,4.1902538229529815,-14.425544298063432,-1.3460851546345451,-4.7099990155838825,-2.1336910590916345,-14.425544298063432,-5.52863089672763,-14.425544298063432,1.27846357265256,0.8122439599114154,-4.782908185512288,1.284561520321797,-14.425544298063432,-0.32094419555274784,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.55989912884941,8.301029996
DMC115,-4.697301931047633,-14.556227693509195,4.661031889562051,0.7080104247406684,-14.425544298063432,-1.5959739397291886,2.4958706599720255,-1.6378563421293724,-4.026182381118746,-2.7623479897650864,-2.5564340672268338,-0.9680164067636182,-13.836194251785505,-14.425544298063432,-1.5463500484975141,0.9134776212584478,0.05122788736156775,-4.3570065071994355,-15.139519503456588,-4.360033365293309,-4.195131184642777,-14.425544298063432,-8.711260184620226,-0.7335784479093115,-3.580527502490862,-4.627348589417447,-14.425544298063432,-4.2003945915379814,-2.8404240765192452,2.850296096854089,-14.425544298063432,-3.941082794360346,-7.745167826989548,-14.425544298063432,1.6119212729119037,-3.440888464854078,1.1989826498280758,-14.425544298063432,-7.488103454470478,-15.480873734860776,-6.972583421406616,-3.857456839807619,-1.1878068430297613,0.9913549549315713,-1.8815599781458698,-3.8127714995984205,1.2485049019300962,3.7950803638749098,-1.6888441908770646,-3.5089787590680386,-8.60413208606524,-3.9847553253805867,-5.60555900397575,-5.127451624669331,-2.3029022759813134,-3.4267806493256843,-14.113716280836469,-2.166683631427722,-6.013231855817546,-14.425544298063432,4.067492230576384,-6.555605066445287,2.145816190543156,-15.2516091534556,3.943019620141453,0.7064598030110871,-14.425544298063432,-1.1007324593183923,-6.0845055262842855,4.992573511540558,4.119737690898927,-2.597227210498277,-4.767967435449657,4.728205829099949,-14.425544298063432,-14.425544298063432,-5.622181533570261,2.657614981870002,3.474431726719113,-1.9044319530858371,-5.492259598934918,-5.778899118061873,4.312808310816012,-14.425544298063432,-14.425544298063432,-4.791126595215382,-14.425544298063432,-14.425544298063432,-15.68018122988124,-4.980542150139046,0.22712619732228367,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,3.7000652533280003,0.2728030336111057,3.1587602338714067,-14.425544298063432,-1.3690873963181187,-5.918787137293524,-5.655793135685718,-14.425544298063432,-5.319479137551224,-14.425544298063432,-1.147394720588488,2.1870548204538918,-14.6130079706496,3.9850488665315154,-14.425544298063432,-15.462222369329524,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.572038121585484,3.0
DMC116,-4.448368945334117,-14.530153264443792,3.063316499041349,4.252600263089999,-14.425544298063432,-1.6479711454115342,3.6730371353939204,-2.6512234961840018,-4.378938370974404,-1.4982863078700273,-4.940296065742414,0.807806661823047,-14.80768401931849,-14.425544298063432,3.081283970305027,2.108979523173251,1.098362499044033,-4.514873675970251,2.767967200191257,-4.757291275146329,-5.363076621082028,-14.425544298063432,-3.049316614651,-0.2224627264358539,-2.7225027801199397,2.117058199408094,-14.425544298063432,-4.341799903228775,-3.3252511623484162,3.1242643068065736,-14.425544298063432,-6.244822829612689,-14.249652641155313,-14.425544298063432,3.4349724885099073,-2.8032960015869635,3.811603159351503,-14.425544298063432,-4.0623478196786245,-6.19906646923323,-6.2495314027381035,-2.9964367165333265,-1.2834642368120872,0.888373411059838,-2.222230725320833,-3.8940168121464254,2.1941479373610844,2.4154946926128944,-3.603854063498104,-0.5213969964291293,-5.013595383283356,-3.91259230437477,-5.817164518709287,-4.117052557665131,-2.6604924247153465,3.3873777508205283,-14.316933642947282,-3.6497883726158094,-5.689981321266454,-14.425544298063432,3.5564993289877975,-5.664157503765527,2.110483387134079,-2.5330626746874683,3.580811462588181,2.6558273269547126,-14.425544298063432,-1.071354351833452,-3.047468493103644,4.912142285778014,3.970779595308646,-2.4624459716793887,-4.80105602013713,3.056733520895901,-14.425544298063432,-14.425544298063432,-15.20107101162243,3.598758282307463,1.6933506443779354,2.2246299275560837,-4.16384517199604,-5.850816252117122,3.354292420393212,-14.425544298063432,-14.425544298063432,-4.27277397416333,-14.425544298063432,-14.425544298063432,-0.6358713482528481,-4.609442255139268,3.59359832437541,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,2.6022941026170874,2.6170461849641287,4.968101705409396,-14.425544298063432,1.878042640497397,-4.184639117222005,-5.2871913977389156,-14.425544298063432,-4.971800009155768,-14.425544298063432,0.4534039758321997,0.6274313576355988,-3.143508913855549,1.703065313620078,-14.425544298063432,-1.0947107523739925,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.234564205852857,6.602059991
DMC117,-4.435018976628189,-14.32446184225692,-0.46979872237355513,6.028966213668031,-14.425544298063432,-1.5458302693685064,2.7910704591986577,0.1849474785608773,1.267677298902932,1.2662169280160387,-4.383447554729503,-0.8779341547038136,0.980852204612351,-14.425544298063432,3.311233504452569,0.9247342857197959,-0.36105886535638976,-4.440551077847767,-6.981293607540933,-2.850547139564194,-4.910401728756376,-14.425544298063432,-2.9897098197437804,-0.9552768048022099,-3.334483650058503,1.889621732989194,-14.425544298063432,-4.152352778163827,-3.110334105601827,-4.578411814063939,-14.425544298063432,-5.076912313755989,-6.376493404576622,-14.425544298063432,4.790566589770975,2.847449659479432,5.138642324789117,-14.425544298063432,-3.2251371884987163,-5.7345496273172945,-6.155397475873852,3.1965210410457794,-1.4578157559146157,-4.20359046690853,-2.2130311427008986,-3.7274231206109207,0.08727188466488911,3.803896928364566,0.19559369768681564,4.70973563400588,-14.384402003853872,-4.346610144092702,-6.5535882041834235,-4.934158796755444,-3.1404153865191944,3.215127996685813,-14.32319729914261,-2.530823806675389,-5.922268771479524,-14.425544298063432,3.8199096083631137,-5.189302575511312,2.081089824398724,-14.768850676272613,0.6858844939469904,4.402486375635093,-14.425544298063432,-0.8314786745564641,-5.401625736701619,2.709267061724887,3.7084695107791967,2.429391505472783,-5.079576705079862,-0.04859292341336685,-14.425544298063432,-14.425544298063432,-14.53971779969466,0.23602039123573082,4.035777159784158,-1.6137781717149111,-5.967084821176855,-5.765437467699206,0.6331885955023981,-14.425544298063432,-14.425544298063432,-4.410127776855953,-14.425544298063432,-14.425544298063432,-1.5872017620413943,-4.113408592734949,-6.3593785053694205,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-0.7304256830672186,5.2481860781558725,0.08134140143160656,-14.425544298063432,6.5500499489733315,-14.562058728963795,0.2680679019879644,-14.425544298063432,-5.237245612015683,-14.425544298063432,-1.8521558311414634,2.615708098970788,4.176620181748944,4.367623274519531,-14.425544298063432,0.39536605103580336,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-14.425544298063432,-5.3819093765551,4.602059991
