,Community,PC-1,PC-2,Log10(KP-CFU)
33,Mix34,0.4020317619572873,0.8455537868023346,5.447159582391171
34,Mix35,-0.39229240984567315,-0.03698834758506114,7.462398012874628
35,Mix36,-0.4124470482338489,0.6230225210261007,5.278755886707245
36,Mix37,-0.8969613076957726,-2.940334841710818,6.518514071482256
37,Mix38,-0.17653238464809298,-0.3403978992849074,8.204119985370266
38,Mix39,-2.16322074297548,4.15259619235149,5.1303369854792535
39,Mix40,0.2911045000115604,1.721061280498698,6.966141779689785
40,Mix41,-0.20404386798136978,-2.0465408222540398,7.278753623810433
41,Mix42,-0.7869949008586835,0.9184356770602145,6.672097950338789
42,Mix43,-0.24929280694615885,0.36410959090511574,6.880813649424798
43,Mix44,1.4726476865482807,-2.4008017461896136,7.146128066699271
44,Mix45,0.3892047705586831,-1.8535110344271826,6.806180041842395
45,Mix46,10.070483498716445,1.617053305599327,0.0
46,Mix47,1.1894955246779422,-1.3073798730235626,6.50515011403691
47,Mix48,1.959702145170775,-2.017867796325998,4.851264465499688
48,Mix49,-0.17503858765687638,-0.4948115373956911,7.748188034761459
49,Mix50,0.6527818570066826,0.1537006561080246,7.255272529230776
50,Mix51,1.919700319714133,-2.1199727370021413,6.518514071482256
51,Mix52,0.02134747055685384,-0.08472661851493356,7.204120009799329
52,Mix53,-0.3973675574011289,1.0588714226027367,6.146128345888472
53,Mix54,0.16327592988504958,-0.1498485084974032,6.31175407290667
54,Mix55,-0.12585617821662784,0.3701008374483341,8.36172783790583
55,Mix56,-0.46789859071213724,0.8980105720175935,7.342422700562864
56,Mix57,-0.6894423595404371,0.010985523519971877,7.176091288008646
57,Mix58,-0.2303423221003045,-1.3692754611722435,6.025306274976352
58,Mix59,-2.16322074297548,4.15259619235149,5.716004178815692
59,Mix60,1.0776641515816834,-1.3093240977165794,6.301030212811168
60,Mix61,0.5479957320520413,-0.5644413966281151,7.255272529230776
61,Mix62,1.2864688147013672,-1.0105628688183674,6.698970091194907
62,Mix63,-0.5796881297661648,-3.373414067105932,7.04139272463954
63,Mix64,0.9011326754494503,-0.9321825362760708,6.50515011403691
64,Mix65,0.7987441252367801,-0.894728564216599,7.146128066699271
65,Mix66,1.3338208679464747,-2.7792240716728402,5.707571027654909
66,Mix67,1.07740307666234,-1.759227608626472,6.380211422667602
67,Mix68,0.01353946621631264,-1.4216624590041176,7.255272529230776
68,Mix69,-0.28947676786384086,-0.3037437037279399,6.52504493667697
69,Mix70,0.15503821653488725,0.9464547647744398,7.505149991891608
70,Mix71,0.5995382541331643,-0.9664354140400484,6.255272746377951
71,Mix72,0.7503382404048885,-0.6333579567021501,4.518527100117336
72,Mix73,-1.4752997034891209,2.7335826256206417,5.414975018330997
73,Mix74,0.3175919313512151,-3.103179457324915,6.176091548585239
74,Mix75,1.9569892575523726,-2.372493757115625,7.380211259807209
75,Mix76,-0.18831073604627865,-1.3065745539645441,5.5051513354880415
76,Mix77,0.712126011325615,-0.6515968856053577,6.431363925008766
77,Mix78,0.6165684111206154,-0.886892921590098,6.176091548585239
78,Mix79,0.3125061938679577,-2.9097855690931596,5.954242991988481
79,Mix80,-0.09434724365911525,4.085157124930546,6.176091548585239
80,Mix81,-1.4752997034891209,2.7335826256206417,5.146131137770602
81,Mix82,1.0101074024179675,-0.6378892079823255,5.230451476044183
82,Mix83,0.8718688085900044,-0.8242960728963276,5.672098781965547
83,Mix84,0.6702241431014689,-2.1994154926818585,7.204120009799329
84,Mix85,-0.3241925014720965,0.2829834898877424,5.8512589604010135
85,Mix86,1.6779157853874713,0.643660752923297,7.612783867312284
86,Mix87,0.6152000172612362,-1.2114943479444713,7.176091288008646
87,Mix88,0.8502246763331941,-1.0374920140629211,6.6020600999015695
88,Mix89,2.4365120388395587,-0.7191115319617238,8.204119985370266
89,Mix90,1.6887507100916108,0.023556638359208376,6.230449176845541
90,Mix91,4.865132422180784,3.7813113956230167,6.7781513227660515
91,Mix92,0.458051033013573,-0.6271424597371896,8.113943355647564
92,Mix93,2.4694642819337664,2.103100882816478,5.518515255919778
93,Mix94,4.015298673260853,3.0426297130482025,4.051191124685698
94,Mix95,4.53033511992965,3.401492818398523,4.63347855533382
95,Mix96,6.6235933160136105,2.867438671365877,0.0
